num_options,threshold_disapprove,threshold_approve,social_bonus_cap,num_agents,votes,util_total,util_agent
5,20,80,2,3,2.1018,0.8715507894967773,"[0.6793725114505402, 0.7156824784063165, 0.7719994206819999]"
5,20,80,2,3,2.1036,0.8843529417929727,"[0.6923770053635602, 0.7275531544050987, 0.7828683152004117]"
5,20,80,2,4,2.4439,0.853370173241178,"[0.6516968667571956, 0.6650195100944803, 0.699249913975569, 0.7116607328761236]"
5,20,80,2,4,2.4301,0.8696351286877553,"[0.650263501138256, 0.6838887339691956, 0.7068887366406214, 0.7413392107572757]"
5,20,80,2,5,2.9676,0.8841441193093528,"[0.6434217822008633, 0.6637629344710966, 0.6836803072285828, 0.7059412811561575, 0.7357184734665146]"
5,20,80,2,5,2.9674,0.8923154087873292,"[0.6521363192446202, 0.6607285718958207, 0.6847942836133145, 0.7152732073337844, 0.7544196386526715]"
5,20,80,2,6,3.3664,0.8732447032554647,"[0.6269316370632296, 0.6428832884539462, 0.6499393569860564, 0.6719372806693136, 0.6872742238562196, 0.7140081130611868]"
5,20,80,2,6,3.3639,0.8920951086778912,"[0.6381948354468354, 0.649840573257433, 0.6587034237252452, 0.6739967262692831, 0.7046512879813399, 0.7412161961183092]"
5,20,80,2,7,3.7992,0.8859519396358854,"[0.6212357091988907, 0.6308703500773961, 0.6432587792608444, 0.6605971921202048, 0.675430514093654, 0.6918782136146164, 0.7162784365709315]"
5,20,80,2,7,3.8042,0.9000458956358778,"[0.6256262909818051, 0.6391790167632557, 0.6483396347753531, 0.6612484893976053, 0.6809186831023188, 0.7096808854139853, 0.7437234376977754]"
5,20,80,2,8,4.295,0.8967952625688589,"[0.6203375937444525, 0.6333510102416468, 0.6330850263780731, 0.6463685077409937, 0.6659043059640543, 0.6743778272353004, 0.6949401591287708, 0.7298393196066245]"
